City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,fortuna,40.5982,-124.1573,12.03,96,100,0.45,US,1705923158
281,sile,41.1754,29.6133,8.09,60,69,1.34,TR,1705923159
282,isla mujeres,21.2311,-86.731,24.03,81,100,9.92,MX,1705923159
283,shaydon,40.6747,70.346,5.53,42,95,1.26,TJ,1705923160
284,karaton,-6.3424,106.1045,25.26,84,100,2.82,ID,1705923160
285,kiunga,-6.1219,141.2906,23.8,99,100,1.1,PG,1705923160
286,caleta de carquin,-11.0925,-77.6267,22.25,88,81,1.74,PE,1705923161
287,ayorou,14.7308,0.9174,33.61,5,46,5.78,NE,1705923161
288,great falls,47.5002,-111.3008,-1.84,86,100,4.12,US,1705923161
289,misratah,32.3754,15.0925,16.02,49,84,6.73,LY,1705923158
290,ust'-ordynskiy,52.805,104.7508,-22.89,91,42,2.34,RU,1705923027
291,tazacorte,28.629,-17.9293,19.54,75,75,10.28,ES,1705923162
292,san jose del guaviare,2.5729,-72.6459,24.18,70,56,0.46,CO,1705923163
293,prince rupert,54.3161,-130.3201,4.83,100,100,1.54,CA,1705923163
294,alo,7.4178,6.7371,37.12,16,0,1.63,NG,1705923163
295,anqing,30.5092,117.0506,-0.92,38,100,5.65,CN,1705922990
296,chokwe,-24.5333,32.9833,34.19,32,0,3.6,MZ,1705923164
297,prado,-17.3411,-39.2208,28.3,72,100,0.71,BR,1705923165
298,egilsstadir,65.2653,-14.3948,-5.05,86,100,6.17,IS,1705923165
299,ribeira grande,38.5167,-28.7,18.21,94,75,11.18,PT,1705923166
300,roccella ionica,38.322,16.4009,12.34,44,60,0.81,IT,1705923166
301,mount isa,-20.7333,139.5,28.87,65,83,2.57,AU,1705922907
302,tabou,4.423,-7.3528,29.78,71,22,2.54,CI,1705923166
303,mirpur sakro,24.5474,67.6277,24.79,48,43,6.75,PK,1705923167
304,saint-joseph,-21.3667,55.6167,29.21,81,97,3.16,RE,1705923167
305,quzhou,28.9594,118.8686,-1.71,95,100,2.61,CN,1705923168
306,newman,37.3138,-121.0208,12.79,93,100,2.24,US,1705923170
307,otjiwarongo,-20.4637,16.6477,29.47,23,79,1.95,NA,1705923049
308,vardenis,40.1827,45.7311,1.72,93,100,0.82,AM,1705923172
309,kasane,-17.8167,25.15,31.05,40,75,2.06,BW,1705923173
310,ypsonas,34.6884,32.9574,20.54,64,20,12.35,CY,1705923173
311,amal,59.051,12.7049,5.0,81,100,12.97,SE,1705923173
312,kavaratti,10.5669,72.642,28.43,69,77,3.88,IN,1705923174
313,fale old settlement,-9.3852,-171.2468,29.31,72,64,2.49,TK,1705923175
314,justo daract,-33.8594,-65.1828,22.87,48,61,4.35,AR,1705923175
315,qamdo,31.1667,97.2333,-10.09,33,42,1.25,CN,1705923175
316,villa el carmen,11.9801,-86.5057,22.65,74,8,6.58,NI,1705923176
317,kaa-khem,51.6833,94.7333,-29.77,96,21,0.94,RU,1705923176
318,totness,5.8833,-56.3167,27.1,66,3,5.59,SR,1705923177
319,tolanaro,-25.0319,46.9987,30.04,70,20,8.23,MG,1705923177
320,zholymbet,51.7433,71.7122,-17.41,85,67,2.83,KZ,1705923177
321,meulaboh,4.1363,96.1285,26.64,83,40,1.55,ID,1705923178
322,sur,22.5667,59.5289,23.97,60,13,4.57,OM,1705923178
323,lompoc,34.6391,-120.4579,14.08,87,100,8.23,US,1705923179
324,port blair,11.6667,92.75,28.02,65,20,3.6,IN,1705923179
325,namibe,-15.1961,12.1522,26.8,59,29,5.47,AO,1705923159
326,nemuro,43.3236,145.575,-0.78,72,99,5.83,JP,1705922893
327,bamboo flat,11.7,92.7167,28.05,65,20,3.6,IN,1705922946
328,belgrade,44.804,20.4651,4.07,62,0,4.63,RS,1705923181
329,guatire,10.4762,-66.5427,25.38,96,72,1.09,VE,1705923181
330,bangassou,4.7413,22.8184,38.74,9,4,1.35,CF,1705923182
331,kharp,66.8014,65.8081,-10.89,91,100,3.2,RU,1705923182
332,puerto aysen,-45.4,-72.7,12.4,98,94,0.49,CL,1705922996
333,zahedan,29.4963,60.8629,17.95,15,0,4.12,IR,1705923183
334,guerrero negro,27.9769,-114.0611,15.66,88,100,1.85,MX,1705923184
335,kamloops,50.6665,-120.3192,2.54,89,75,5.66,CA,1705923184
336,saldanha,-33.0117,17.9442,31.03,73,63,11.59,ZA,1705923124
337,cabo san lucas,22.8909,-109.9124,19.86,79,99,2.68,MX,1705923031
338,tandil,-37.3217,-59.1332,19.82,38,4,3.25,AR,1705923185
339,la sarre,48.8002,-79.1996,-5.47,87,100,6.3,CA,1705923185
340,nantucket,41.2835,-70.0995,-4.92,58,0,5.14,US,1705923186
341,mount gambier,-37.8333,140.7667,13.04,74,23,4.03,AU,1705923174
342,itambe,-15.245,-40.6244,29.97,59,98,1.4,BR,1705923186
343,tobruk,32.0836,23.9764,14.46,67,93,7.93,LY,1705923186
344,korsakov,46.6328,142.7813,-15.09,93,100,9.22,RU,1705923027
345,tongren,27.7172,109.1853,-3.44,90,86,2.34,CN,1705923175
346,jining,35.405,116.5814,-6.65,31,20,2.39,CN,1705923177
347,port macquarie,-31.4333,152.9167,22.72,78,72,3.57,AU,1705923098
348,sitka,57.0531,-135.33,3.94,87,100,1.54,US,1705923188
349,alta,69.9689,23.2717,-5.41,83,75,5.14,NO,1705923188
350,kavieng,-2.5744,150.7967,27.95,79,93,1.75,PG,1705923188
351,santa ana de yacuma,-13.75,-65.4333,25.97,83,75,0.0,BO,1705923189
352,trashi yangtse,27.6116,91.498,5.98,79,42,0.49,BT,1705923190
353,holualoa,19.6228,-155.9522,20.99,76,100,1.54,US,1705923190
354,lorengau,-2.0226,147.2712,27.89,80,98,3.17,PG,1705923191
355,bandarbeyla,9.4942,50.8122,26.09,62,24,10.87,SO,1705923191
356,fort st. john,56.2499,-120.8529,-18.06,78,100,6.69,CA,1705923191
357,daru,-9.0763,143.2092,25.65,90,100,4.45,PG,1705923018
358,kerikeri,-35.2268,173.9474,19.95,88,32,1.96,NZ,1705923192
359,gondar,12.6,37.4667,24.49,26,96,2.83,ET,1705923192
360,kachkanar,58.7,59.4948,-16.48,90,27,3.64,RU,1705923193
361,viedma,-40.8135,-62.9967,28.61,16,10,7.0,AR,1705923183
362,homer,59.6425,-151.5483,-7.07,62,100,2.57,US,1705923194
363,kanel,15.4916,-13.1763,31.0,20,0,3.09,SN,1705923194
364,dois vizinhos,-25.7336,-53.0572,22.66,72,64,3.07,BR,1705923194
365,cosala,24.4125,-106.6908,16.49,57,100,1.81,MX,1705923195
366,codrington,-38.2667,141.9667,13.51,76,36,5.62,AU,1705923196
367,sarina,-21.4333,149.2167,27.01,86,3,3.03,AU,1705923196
368,nova sintra,14.8667,-24.7167,20.5,77,64,7.16,CV,1705923196
369,kisangani,0.5167,25.2,38.37,15,13,1.24,CD,1705923197
370,gaigeturi,33.4644,126.3183,1.03,64,75,9.26,KR,1705923197
371,macheng,31.1783,115.0319,-2.02,38,100,4.67,CN,1705923183
372,mazamari,-11.3258,-74.5308,21.97,96,97,0.42,PE,1705923198
373,saipan,15.1355,145.701,25.39,69,100,3.6,MP,1705923144
374,nadi,-17.8,177.4167,26.0,94,75,3.09,FJ,1705923133
375,new norfolk,-42.7826,147.0587,12.72,70,30,0.38,AU,1705923198
376,malmberget,67.1753,20.6549,-10.69,92,100,1.54,SE,1705923199
377,vilyuysk,63.7553,121.6247,-25.56,98,99,3.13,RU,1705923199
378,nahiyat ash shinafiyah,31.5874,44.6602,25.17,22,32,9.45,IQ,1705923131
379,nagtipunan,16.2167,121.6,22.25,98,61,0.33,PH,1705923200
380,smithers,54.7804,-127.1743,-1.82,74,100,2.06,CA,1705923200
381,shingu,33.7333,135.9833,8.63,80,76,2.98,JP,1705923020
382,fomboni,-12.28,43.7425,27.32,77,100,8.88,KM,1705923201
383,keelung,25.1283,121.7419,12.19,89,100,10.9,TW,1705922944
384,dashitou,43.3067,128.5114,-22.29,89,100,4.2,CN,1705923201
385,lazaro cardenas,17.9583,-102.2,22.71,82,9,2.07,MX,1705922955
386,hilo,19.7297,-155.09,22.36,83,75,2.24,US,1705923091
387,selfoss,63.9331,-20.9971,-10.6,83,20,2.71,IS,1705923202
388,muzaffarpur,26.1167,85.4,15.5,38,4,1.39,IN,1705923034
389,jonquiere,48.4165,-71.2488,-15.94,85,99,1.03,CA,1705923203
390,alakurtti,66.9672,30.3491,-6.91,96,100,1.76,RU,1705923203
391,lerwick,60.1545,-1.1494,7.0,81,82,18.92,GB,1705923203
392,walvis bay,-22.9575,14.5053,21.61,70,38,4.76,NA,1705923203
393,noumea,-22.2763,166.4572,26.99,84,100,2.87,NC,1705923003
394,ondangwa,-17.9167,15.95,30.87,29,49,1.3,NA,1705923204
395,saint-louis,16.3333,-15.0,27.8,4,100,8.46,SN,1705923204
396,casper,42.8666,-106.3131,0.33,80,0,4.12,US,1705923205
397,lautoka,-17.6167,177.4667,25.92,94,75,3.09,FJ,1705923205
398,kalmunai,7.4167,81.8167,26.65,76,72,5.14,LK,1705923205
399,sosnovo-ozerskoye,52.5249,111.5418,-24.18,98,42,3.07,RU,1705923206
400,vershino-darasunskiy,52.35,115.5167,-22.36,91,74,1.89,RU,1705923206
401,san antonio de pale,-1.4014,5.6325,27.56,80,14,3.01,GQ,1705923206
402,lumding railway colony,25.749,93.17,15.81,63,2,0.53,IN,1705923207
403,vernon,50.2581,-119.2691,2.39,91,100,0.51,CA,1705923207
404,aroma,15.8167,36.1333,33.22,20,20,2.79,SD,1705923207
405,koryazhma,61.3143,47.1691,-11.16,94,100,4.53,RU,1705923207
406,flin flon,54.7682,-101.865,-24.67,92,67,2.67,CA,1705923208
407,kupang,-10.1667,123.5833,27.43,82,83,4.07,ID,1705923124
408,segrate,45.4942,9.3001,8.94,58,0,2.57,IT,1705923208
409,sallisaw,35.4604,-94.7875,-0.54,85,100,0.45,US,1705923209
410,acarau,-2.8856,-40.12,29.07,71,78,4.8,BR,1705923209
411,thames,-37.1333,175.5333,19.33,96,52,1.59,NZ,1705923209
412,merizo village,13.2658,144.6691,24.85,92,96,8.45,GU,1705923209
413,wakkanai,45.4094,141.6739,-7.17,91,100,8.49,JP,1705923210
414,ciudad lazaro cardenas,17.9583,-102.2,22.71,82,9,2.07,MX,1705922955
415,sinop,41.7711,34.8709,0.24,92,99,2.71,TR,1705923211
416,porangatu,-13.4408,-49.1486,24.24,83,99,1.14,BR,1705923211
417,bubaque,11.2833,-15.8333,25.83,54,39,1.44,GW,1705923211
418,cruzeiro do sul,-29.5128,-51.9853,23.05,80,100,3.0,BR,1705923212
419,bodo,67.28,14.405,1.08,70,75,16.46,NO,1705923212
420,ghanzi,-21.5667,21.7833,33.13,19,4,5.61,BW,1705923212
421,pico truncado,-46.7949,-67.9573,23.26,30,31,5.16,AR,1705923212
422,archangelos,36.2149,28.1149,15.73,72,42,3.86,GR,1705923213
423,ponta delgada,37.7333,-25.6667,18.44,94,75,5.14,PT,1705923213
424,paragominas,-2.9667,-47.4833,27.54,77,38,2.29,BR,1705923214
425,chadron,42.8294,-102.9999,-7.18,93,0,1.54,US,1705923215
426,zhangjiakou shi xuanhua qu,40.6103,115.0447,-14.55,70,9,4.35,CN,1705923184
427,ghat,24.9647,10.1728,20.24,24,0,3.32,LY,1705923216
428,lahat,-3.8,103.5333,26.16,78,100,1.26,ID,1705923216
429,barth,54.3635,12.7249,8.92,86,100,13.19,DE,1705922994
430,bardai,11.65,7.2333,31.26,5,2,6.39,NG,1705923216
431,beaufort west,-32.3567,22.583,29.09,29,2,6.3,ZA,1705923217
432,durres,41.3231,19.4414,11.1,36,4,1.69,AL,1705922941
433,coquimbo,-29.9533,-71.3436,15.85,94,100,1.54,CL,1705923218
434,manaure,11.7751,-72.4445,26.01,74,4,10.14,CO,1705923218
435,khandyga,62.6667,135.6,-27.83,99,100,1.68,RU,1705923218
436,namie,37.4833,141.0,9.29,95,100,7.14,JP,1705923218
437,okhotsk,59.3833,143.3,-36.97,88,10,3.16,RU,1705923219
438,touba,8.2833,-7.6833,34.23,9,7,2.61,CI,1705923219
439,pimenta bueno,-11.6725,-61.1936,25.62,89,19,1.31,BR,1705923219
440,santa vitoria do palmar,-33.5189,-53.3681,22.56,53,4,4.4,BR,1705923220
441,ilovays'k,47.925,38.2024,-3.03,68,15,3.03,UA,1705923220
442,lihue,21.9789,-159.3672,22.58,87,20,4.12,US,1705923220
443,durham,36.0335,-78.8664,-4.72,75,20,0.0,US,1705923220
444,sandnessjoen,66.0217,12.6316,2.29,75,100,4.12,NO,1705923221
445,lubango,-14.9172,13.4925,23.02,46,79,2.34,AO,1705923221
446,rosarito,32.3333,-117.0333,14.58,83,100,4.57,MX,1705923222
447,saint-philippe,-21.3585,55.7679,29.77,77,92,3.73,RE,1705923222
448,praia,14.9215,-23.5087,24.3,73,75,9.26,CV,1705923222
449,caluula,11.9661,50.7569,25.56,62,20,7.1,SO,1705923223
450,mbandjok,4.45,11.9,33.56,31,44,2.17,CM,1705923224
451,karachi,24.9056,67.0822,27.9,42,75,4.63,PK,1705923126
452,dourados,-22.2211,-54.8056,23.06,93,72,1.76,BR,1705923225
453,naracoorte,-36.9579,140.7383,18.65,44,3,5.61,AU,1705923226
454,kuqa,41.7278,82.9364,-3.96,59,79,2.14,CN,1705923226
455,geraldton,-28.7667,114.6,22.23,73,40,11.32,AU,1705923227
456,berezovo,63.9381,65.0419,-12.93,93,95,4.35,RU,1705923023
457,alofi,-19.0595,-169.9187,24.94,100,95,2.57,NU,1705923227
458,cide,41.8921,33.0044,5.62,62,72,4.08,TR,1705923227
459,borogontsy,62.6683,131.1683,-29.25,97,100,2.74,RU,1705923228
460,jinka,5.65,36.65,25.93,40,89,0.12,ET,1705923228
461,varadero,23.1536,-81.2514,21.42,76,100,10.55,CU,1705923228
462,mandera,3.9366,41.867,37.32,18,39,7.54,KE,1705923229
463,pauini,-7.7136,-66.9764,23.37,99,100,0.71,BR,1705923229
464,kirando,-7.4167,30.6,24.99,71,95,2.86,TZ,1705923229
465,kyongwon,42.8136,130.1528,-15.63,65,78,7.54,KP,1705923229
466,dinajpur,25.6272,88.6386,19.26,41,31,2.14,BD,1705923054
467,kingscliff,-28.2667,153.5667,25.41,83,100,6.17,AU,1705923230
468,xiva,41.3783,60.3639,9.99,28,97,1.74,UZ,1705923158
469,nar'yan-mar,67.6713,53.087,-24.38,98,17,2.68,RU,1705923231
470,bokovskaya,49.229,41.8306,-9.52,69,10,2.0,RU,1705923231
471,savonlinna,61.8699,28.88,-1.97,93,100,8.75,FI,1705923231
472,kidal,18.4411,1.4078,30.38,4,95,4.1,ML,1705923232
473,buala,-8.145,159.5921,27.32,86,95,2.48,SB,1705923232
474,mbanza-ngungu,-5.25,14.8667,27.93,63,39,3.69,CD,1705923232
475,argo,37.6333,22.7333,9.88,47,58,7.59,GR,1705923232
476,pacific grove,36.6177,-121.9166,14.06,90,100,3.09,US,1705923234
477,margate,51.3813,1.3862,11.06,69,35,7.6,GB,1705923234
478,nabire,-3.3667,135.4833,24.78,95,100,1.99,ID,1705923234
479,shimoda,34.6667,138.95,9.5,86,100,4.39,JP,1705923075
480,kendari,-3.945,122.4989,26.09,88,79,0.72,ID,1705923235
481,qoryooley,1.7878,44.53,34.62,31,2,7.45,SO,1705923235
482,djibo,14.1022,-1.6306,32.64,6,38,6.66,BF,1705923235
483,russellville,35.2784,-93.1338,-0.01,65,100,2.57,US,1705923119
484,awjilah,29.1081,21.2869,18.6,30,31,8.58,LY,1705923236
485,milharado,38.9473,-9.1991,15.18,78,20,2.06,PT,1705923236
486,demba,-5.51,22.2667,21.35,95,100,1.08,CD,1705923236
487,port-vila,-17.7338,168.3219,26.78,94,100,1.03,VU,1705923113
488,cootamundra,-34.65,148.0333,21.08,67,1,9.81,AU,1705923237
489,labrador city,52.9463,-66.9114,-17.05,78,100,6.69,CA,1705923237
490,fisterra,42.9049,-9.2629,16.53,98,100,8.86,ES,1705923237
491,tete,-16.1564,33.5867,32.05,55,40,2.57,MZ,1705922992
492,san pedro,14.35,121.0167,27.57,78,75,3.58,PH,1705923200
493,taguatinga,-12.3857,-46.5711,27.8,70,78,1.12,BR,1705923238
494,howard springs,-12.497,131.047,28.95,85,63,3.72,AU,1705923238
495,whitehaven,54.549,-3.5841,7.15,77,82,4.02,GB,1705923119
496,kruisfontein,-34.0033,24.7314,19.38,71,99,6.96,ZA,1705923239
497,outjo,-20.1167,16.15,30.32,27,61,2.74,NA,1705923055
498,papao,-17.75,-149.55,24.82,76,67,8.76,PF,1705923239
499,bantogon,6.5333,124.0333,26.49,82,99,2.17,PH,1705923240
500,hongch'on,37.6918,127.8857,-11.1,57,54,4.11,KR,1705923239
501,wiwili,13.6268,-85.8254,21.2,95,92,1.98,NI,1705923240
502,terbuny,52.1389,38.2789,-10.55,95,64,2.57,RU,1705923241
503,forster,-32.1667,152.5167,20.72,86,73,4.18,AU,1705923241
504,nizhneudinsk,54.9076,99.0276,-14.85,96,98,1.39,RU,1705923014
505,briarcliff manor,41.1456,-73.8238,-3.49,80,0,5.14,US,1705923242
506,shihezi,44.3,86.0333,-16.12,94,80,0.91,CN,1705923007
507,port isabel,26.0734,-97.2086,9.05,100,100,1.54,US,1705923242
508,kon tum,14.35,108.0,20.75,69,87,2.29,VN,1705923229
509,wanning,18.8003,110.3967,18.95,94,59,7.6,CN,1705923243
510,ust'-kut,56.7938,105.7672,-19.2,92,85,1.34,RU,1705923244
511,jinshi,29.6049,111.8701,-1.04,57,79,2.72,CN,1705923244
512,jiangzi,28.95,89.6333,-5.27,19,26,0.82,CN,1705923244
513,st. john's,47.5649,-52.7093,-1.13,78,75,10.29,CA,1705923200
514,powell river,49.8496,-124.5361,7.15,95,100,0.98,CA,1705923245
515,coahuayana de hidalgo,18.7,-103.6583,22.2,70,43,1.44,MX,1705923245
516,grado,43.388,-6.0743,20.28,69,75,6.17,ES,1705923047
517,wenchang,30.904,118.4887,-1.86,45,99,4.0,CN,1705923183
518,antsiranana,-12.2787,49.2917,27.42,94,75,6.17,MG,1705923246
519,nevers,46.9167,3.3333,8.69,94,100,4.87,FR,1705923018
520,qui nhon,13.7667,109.2333,22.95,84,98,4.52,VN,1705923002
521,brookings,44.3114,-96.7984,-7.68,85,95,1.73,US,1705923245
522,zavetnoye,47.1194,43.8903,-4.39,63,37,4.29,RU,1705923247
523,apiai,-24.5094,-48.8425,20.11,75,76,2.02,BR,1705923247
524,east ballina,-28.8667,153.5833,22.11,79,100,6.18,AU,1705923248
525,tucuma,-0.1833,-50.05,26.69,91,45,2.93,BR,1705923248
526,beyneu,45.3167,55.2,1.53,85,97,5.7,KZ,1705923248
527,kartuzy,54.3342,18.1974,4.01,85,75,8.75,PL,1705922971
528,zapata,26.9073,-99.2714,7.06,100,100,2.06,US,1705923249
529,ploneour-lanvern,47.9,-4.2833,12.18,76,75,8.23,FR,1705923249
530,emet,39.343,29.2585,3.4,50,17,6.48,TR,1705923250
531,las khorey,11.1595,48.1967,27.34,54,90,6.63,SO,1705923251
532,batang,-6.4846,110.7083,27.2,85,95,3.9,ID,1705923251
533,crane,31.3974,-102.3501,6.14,74,100,2.71,US,1705923251
534,kikvidze,50.7416,43.0518,-11.35,87,2,0.82,RU,1705923252
535,ma'an,26.9775,110.7211,-1.73,81,100,4.03,CN,1705923252
536,taltal,-25.4,-70.4833,20.72,75,25,0.98,CL,1705923253
537,vanino,49.0869,140.2543,-17.26,93,100,1.36,RU,1705923253
538,maxixe,-23.8597,35.3472,31.9,62,40,7.72,MZ,1705923254
539,elko,41.0002,-115.5012,0.13,91,97,1.34,US,1705923254
540,harper,4.375,-7.7169,29.21,73,33,2.42,LR,1705923255
541,n'zeto,-7.2312,12.8666,29.3,61,46,4.64,AO,1705923255
542,trinidad,-14.8333,-64.9,25.99,94,75,2.06,BO,1705923255
543,kristinestad,62.2743,21.376,1.17,97,100,12.73,FI,1705923256
544,luang prabang,19.8856,102.1347,24.9,47,49,0.98,LA,1705923136
545,revda,56.801,59.9303,-13.94,93,95,4.02,RU,1705923256
546,lospalos,-8.5186,127.0025,24.47,85,64,5.12,TL,1705923034
547,ketchikan,55.3422,-131.6461,5.99,93,100,2.06,US,1705923257
548,burang,30.25,81.1667,-4.71,38,61,2.64,CN,1705923257
549,ofunato,39.0717,141.7167,7.32,86,100,5.93,JP,1705923257
550,bechem,7.0903,-2.025,37.56,16,1,1.64,GH,1705923258
551,palmer,42.1584,-72.3287,-6.2,69,4,0.55,US,1705923258
552,laem sing,12.4816,102.0738,28.19,77,69,2.79,TH,1705923200
553,letlhakeng,-24.0944,25.0298,34.38,18,0,1.03,BW,1705923259
554,musoma,-1.5,33.8,24.54,57,98,2.61,TZ,1705923260
555,talara,-4.5772,-81.2719,23.97,83,88,5.19,PE,1705923260
556,baturaja,-4.1333,104.1667,26.04,76,100,0.72,ID,1705923260
557,alaior,39.9303,4.1404,12.86,67,20,6.17,ES,1705923260
558,kitimat,54.0524,-128.6534,0.21,38,99,1.36,CA,1705923261
559,letlhakane,-21.4167,25.5833,32.73,19,1,4.24,BW,1705923262
560,fabens,31.5023,-106.1586,8.04,49,50,3.54,US,1705923262
561,jalai nur,49.45,117.7,-25.67,92,85,1.97,CN,1705923262
562,vuktyl,63.8567,57.3094,-16.05,96,100,2.68,RU,1705923262
563,victoria,22.2855,114.1577,12.96,65,100,10.28,HK,1705923071
564,peremyshlyany,49.6652,24.5585,-1.44,78,71,4.67,UA,1705923263
